lambda,N_star,U_star
0.01,2,-0.0792
0.014924623115577889,2,-0.07880603015075377
0.01984924623115578,2,-0.07841206030150753
0.024773869346733667,2,-0.07801809045226131
0.029698492462311557,2,-0.07762412060301507
0.03462311557788945,2,-0.07723015075376885
0.03954773869346734,2,-0.07683618090452261
0.04447236180904523,2,-0.07644221105527638
0.04939698492462312,2,-0.07604824120603015
0.05432160804020101,2,-0.07565427135678392
0.0592462311557789,2,-0.0752603015075377
0.06417085427135678,2,-0.07486633165829146
0.06909547738693467,2,-0.07447236180904523
0.07402010050251256,2,-0.074078391959799
0.07894472361809045,2,-0.07368442211055276
0.08386934673366835,2,-0.07329045226130654
0.08879396984924623,2,-0.0728964824120603
0.09371859296482411,2,-0.07250251256281408
0.09864321608040201,2,-0.07210854271356784
0.1035678391959799,2,-0.0717145728643216
0.10849246231155779,2,-0.07132060301507538
0.11341708542713567,2,-0.07092663316582914
0.11834170854271357,2,-0.07053266331658292
0.12326633165829146,2,-0.07013869346733669
0.12819095477386935,3,-0.06963592700810228
0.13311557788944725,3,-0.06770112530163189
0.13804020100502515,3,-0.06576632359516149
0.14296482412060302,3,-0.06383152188869112
0.14788944723618092,3,-0.061896720182220706
0.1528140703517588,3,-0.0599619184757503
0.1577386934673367,3,-0.05802711676927992
0.16266331658291458,3,-0.05609231506280953
0.16758793969849248,3,-0.054157513356339136
0.17251256281407037,3,-0.05222271164986873
0.17743718592964824,3,-0.05028790994339836
0.18236180904522614,3,-0.04835310823692795
0.18728643216080404,3,-0.04641830653045755
0.19221105527638194,3,-0.04448350482398715
0.1971356783919598,3,-0.042548703117516774
0.2020603015075377,3,-0.040613901411046364
0.2069849246231156,4,-0.038126192747200235
0.21190954773869347,4,-0.035226548874713146
0.21683417085427137,4,-0.03232690500222603
0.22175879396984927,4,-0.029427261129738896
0.22668341708542716,4,-0.026527617257251807
0.23160804020100503,4,-0.023627973384764717
0.23653266331658293,4,-0.0207283295122776
0.24145728643216083,4,-0.017828685639790495
0.2463819095477387,4,-0.01492904176730342
0.2513065326633166,4,-0.012029397894816302
0.2562311557788945,4,-0.009129754022329184
0.2611557788944724,4,-0.00623011014984208
0.2660804020100503,4,-0.0033304662773549903
0.2710050251256282,4,-0.0004308224048678727
0.275929648241206,4,0.0024688214676192033
0.2808542713567839,4,0.005368465340106307
0.2857788944723618,4,0.00826810921259341
0.2907035175879397,5,0.011741442189312862
0.2956281407035176,5,0.015328419083790401
0.3005527638190955,5,0.018915395978267968
0.3054773869346734,5,0.022502372872745535
0.31040201005025125,5,0.026089349767223047
0.31532663316582915,5,0.029676326661700614
0.32025125628140705,5,0.03326330355617818
0.32517587939698495,5,0.03685028045065575
0.33010050251256284,5,0.040437257345133315
0.33502512562814074,5,0.044024234239610854
0.33994974874371864,5,0.04761121113408842
0.3448743718592965,5,0.05119818802856596
0.3497989949748744,5,0.0547851649230435
0.3547236180904523,6,0.05867015039594825
0.3596482412060302,6,0.06281658398977216
0.36457286432160807,6,0.06696301758359607
0.36949748743718597,6,0.07110945117741996
0.37442211055276386,6,0.0752558847712439
0.3793467336683417,6,0.07940231836506775
0.3842713567839196,6,0.08354875195889164
0.3891959798994975,6,0.08769518555271555
0.3941206030150754,6,0.09184161914653949
0.3990452261306533,6,0.09598805274036337
0.4039698492462312,6,0.10013448633418728
0.4088944723618091,7,0.10445637008598319
0.41381909547738693,7,0.10908666678850573
0.41874371859296483,7,0.1137169634910283
0.42366834170854273,7,0.11834726019355093
0.4285929648241206,7,0.12297755689607356
0.4335175879396985,7,0.12760785359859614
0.4384422110552764,7,0.13223815030111874
0.4433668341708543,7,0.13686844700364134
0.44829145728643216,7,0.1414987437061639
0.45321608040201006,7,0.1461290404086865
0.45814070351758795,7,0.1507593371112091
0.46306532663316585,7,0.15538963381373172
0.46798994974874375,8,0.16044316225132332
0.47291457286432165,8,0.1654988295873729
0.47783919597989954,8,0.17055449692342245
0.4827638190954774,8,0.17561016425947198
0.4876884422110553,8,0.18066583159552155
0.4926130653266332,8,0.18572149893157117
0.4975376884422111,8,0.19077716626762078
0.502462311557789,8,0.19583283360367032
0.5073869346733668,9,0.2012317753649717
0.5123115577889448,9,0.20667900860115748
0.5172361809045226,9,0.2121262418373432
0.5221608040201006,9,0.21757347507352898
0.5270854271356784,9,0.22302070830971463
0.5320100502512564,9,0.22846794154590042
0.5369346733668342,9,0.2339151747820861
0.541859296482412,9,0.23936240801827174
0.54678391959799,10,0.24484110057414163
0.5517085427135678,10,0.25064887815490305
0.5566331658291458,10,0.2564566557356646
0.5615577889447236,10,0.262264433316426
0.5664824120603016,10,0.2680722108971876
0.5714070351758794,10,0.2738799884779491
0.5763316582914573,10,0.2796877660587105
0.5812562814070352,10,0.28549554363947205
0.5861809045226131,11,0.2914131676307714
0.591105527638191,11,0.2975579160600741
0.5960301507537689,11,0.3037026644893767
0.6009547738693468,11,0.30984741291867945
0.6058793969849247,11,0.3159921613479821
0.6108040201005025,11,0.3221369097772847
0.6157286432160805,11,0.3282816582065874
0.6206532663316583,12,0.33457057649054933
0.6255778894472362,12,0.3410338520549631
0.6305025125628141,12,0.3474971276193768
0.635427135678392,12,0.3539604031837906
0.6403517587939699,12,0.36042367874820425
0.6452763819095477,12,0.36688695431261786
0.6502010050251257,13,0.37348305504401813
0.6551256281407035,13,0.38025029666967025
0.6600502512562815,13,0.3870175382953225
0.6649748743718593,13,0.3937847799209747
0.6698994974874373,13,0.40055202154662695
0.6748241206030151,13,0.40731926317227907
0.679748743718593,14,0.4142868215517332
0.6846733668341709,14,0.42134530521493063
0.6895979899497487,14,0.42840378887812786
0.6945226130653267,14,0.43546227254132525
0.6994472361809045,15,0.44260559385391485
0.7043718592964825,15,0.4499463042639791
0.7092964824120603,15,0.4572870146740432
0.7142211055276382,15,0.4646277250841073
0.7191457286432161,15,0.47196843549417167
0.724070351758794,16,0.47949465569579813
0.7289949748743719,16,0.48710868000409085
0.7339195979899498,16,0.4947227043123834
0.7388442211055277,17,0.5024104807614307
0.7437688442211056,17,0.5102916089063412
0.7486934673366834,17,0.5181727370512517
0.7536180904522614,18,0.5261002796932688
0.7585427135678392,18,0.5342430967506762
0.7634673366834172,19,0.5424203685805951
0.768391959798995,19,0.5508214214418402
0.773316582914573,19,0.5592224743030855
0.7782412060301508,19,0.5676235271643306
0.7831658291457286,19,0.5760245800255758
0.7880904522613066,19,0.5844256328868211
0.7930150753768844,20,0.5930669653011641
0.7979396984924624,21,0.6017200846925921
0.8028643216080402,21,0.6106179100153374
0.8077889447236182,21,0.6195157353380829
0.812713567839196,22,0.6284873941810909
0.8176381909547739,22,0.6376280461708113
0.8225628140703518,23,0.6467804729215241
0.8274874371859297,23,0.6561606724661699
0.8324120603015076,23,0.665540872010816
0.8373366834170854,24,0.6749494293192787
0.8422613065326634,24,0.6845650473996538
0.8471859296482412,25,0.6943718592964825
0.8521105527638191,25,0.7042211055276382
0.857035175879397,25,0.7140703517587941
0.8619597989949749,25,0.7239195979899498
0.8668844221105528,25,0.7337688442211057
0.8718090452261307,25,0.7436180904522613
0.8767336683417086,25,0.7534673366834173
0.8816582914572865,25,0.7633165829145729
0.8865829145728643,25,0.7731658291457286
0.8915075376884423,25,0.7830150753768845
0.8964321608040201,25,0.7928643216080402
0.9013567839195981,25,0.8027135678391961
0.9062814070351759,25,0.8125628140703518
0.9112060301507539,25,0.8224120603015077
0.9161306532663317,25,0.8322613065326634
0.9210552763819095,25,0.8421105527638191
0.9259798994974875,25,0.851959798994975
0.9309045226130653,25,0.8618090452261307
0.9358291457286433,25,0.8716582914572866
0.9407537688442211,25,0.8815075376884423
0.9456783919597991,25,0.8913567839195982
0.9506030150753769,25,0.9012060301507538
0.9555276381909548,25,0.9110552763819095
0.9604522613065327,25,0.9209045226130654
0.9653768844221106,25,0.9307537688442211
0.9703015075376885,25,0.940603015075377
0.9752261306532664,25,0.9504522613065327
0.9801507537688443,25,0.9603015075376886
0.9850753768844221,25,0.9701507537688443
0.99,25,0.98
